,hwd,pronSampa,ipa,nbSyll,pron,origin,warning,remarques,POS,lineId,pageId,motVedette
251,aloof,@ l u f,əluf,2,alooʹf,,,,p.,46.0,24,aloof
252,alphabet,{ l f @ b E t,ælfəbɛt,3,ăʹlphăbĕt,G.,,,n.,49.0,24,alphabet
253,alphabetical,{ l f @ b E 4 i k @ l,ælfəbɛɾikəl,5,alphăbĕʹtĭcal,G.,,,a.,50.0,24,alphabetical
254,altar,O: l t 3:r,Oːltɜ:r,2,aʹlt_a_r,,,,n.,51.0,24,altar
255,alter,O: l t 3:r,Oːltɜ:r,2,aʹlt_e_r,L.,,,v.,52.0,24,alter
256,alteration,O: l t 3:r eI S @ n,Oːltɜ:r?ʃən,5,alte˘rāʹtion,L.,,,n.,53.0,24,alteration
257,altercation,A l t 3:r k eI S @ n,ɑltɜ:rk?ʃən,5,alte˘rcāʹtion,L.,,,n.,55.0,24,altercation
258,alternate,O: l t 3:r n @ t,Oːltɜ:rnət,3,alte˘ʹrnāte,L.,,,a.,56.0,24,alternate
259,alternation,O: l t 3:r n eI S @ n,Oːltɜ:rn?ʃən,5,alte˘rnāʹtion,L.,,,n.,57.0,24,alternation
260,alternative,O: l t 3:r n @ 4 i v,Oːltɜ:rnəɾiv,3,alteʹrnative,,,,n.,58.0,24,alternative
261,alternatively,O: l t 3:r n @ 4 i v l i:,Oːltɜ:rnəɾivliː,5,altĕʹrnătĭvely,,,,p.,59.0,24,alternatively
262,altitude,{ l t @ t u d,æltətud,3,aʹltĭtude,L.,,,n.,61.0,24,altitude
263,altus,{ l t @ s,æltəs,2,aʹltŭs,,,,n.,62.0,24,altus
264,alum,{ l @ m,æləm,2,ăʹlum,G.,,,n.,64.0,24,alum
265,amalgamate,@ m { l g @ m eI t,əmælgəm?t,4,amăʹlgămāte,,,,v.,66.0,24,amalgamate
266,amalgamation,@ m { l g @ m eI S @ n,əmælgəm?ʃən,6,amălgămaʹtion,,,,n.,67.0,24,amalgamation
267,amass,@ m { s,əmæs,2,amăʹſs,F.,,,v.,69.0,24,amass
268,amaze,@ m eI z,əm?z,2,amāʹze,,,,v.,71.0,24,amaze
269,amazons,{ m @ z A n z,æməzɑnz,3,aʹmăzons,G.,,,n.,72.0,24,amazons
270,ambassador,{ m b { s @ 4 3:r,æmbæsəɾɜ:r,4,ămbăʹſſădor,F.,,,n.,3.0,25,ambassador
271,ambassadress,{ m b { s @ d r\ @ s,æmbæsədɹəs,4,ambăʹſſadreſs,,,,n.,4.0,25,ambassadress
272,amber,{ m b 3:r,æmbɜ:r,2,ăʹmb_e_r,,,,n.,5.0,25,amber
273,ambidextrous,{ m b @ d E k s t r\ @ s,æmbədɛkstɹəs,4,ămbĭdĕʹxtr_o_us,L.,,,a.,8.0,25,ambidextrous
274,ambient,{ m b i: @ n t,æmbiːənt,3,ăʹmbĭĕnt,L.,,,a.,9.0,25,ambient
275,ambiguity,{ m b i g j u @ 4 i:,æmbigjuəɾiː,5,ambĭgūʹĭty,L.,,,n.,11.0,25,ambiguity
276,ambiguous,{ m b I g j u @ s,æmbɪgjuəs,4,ambĭʹgu_o_us,L.,,,a.,12.0,25,ambiguous
277,ambition,{ m b I S @ n,æmbɪʃən,4,ămbĭʹtion,L.,,,n.,14.0,25,ambition
278,ambitious,{ m b I S @ s,æmbɪʃəs,4,ămbĭʹti_o_us,,,,a.,15.0,25,ambitious
279,amble,{ m b @ l,æmbəl,2,ăʹmble,F.,,,v.,16.0,25,amble
280,ambrosia,{ m b r\ @U Z @,æmbɹoʊʒə,4,ămbrōʹsĭā,G.,,,n.,19.0,25,ambrosia
281,ambrosial,{ m b r\ @U Z @ l,æmbɹoʊʒəl,4,ambrŏʹsĭal,,,,a.,20.0,25,ambrosial
282,amen,eI m E n,?mɛn,2,āʹme˘n,,,,p.,24.0,25,amen
283,amenable,@ m E n @ b @ l,əmɛnəbəl,4,amēʹnable,F.,,,a.,25.0,25,amenable
284,amend,@ m E n d,əmɛnd,2,ame˘ʹnd,L.,,,v.,26.0,25,amend
285,amendment,@ m E n d m @ n t,əmɛndmənt,3,ame˘ʹndment,,,,n.,27.0,25,amendment
286,amends,@ m E n d z,əmɛndz,2,ame˘ʹnds,,,,n.,28.0,25,amends
287,amenity,@ m E n @ 4 i:,əmɛnəɾiː,4,amēʹnĭty,L.,,,n.,29.0,25,amenity
288,america,@ m E r\ @ k @,əmɛɹəkə,4,ămĕʹrĭcā,,,,n.,32.0,25,america
289,amethyst,{ m i T i s t,æmiθist,3,ăʹmĕthyſt,G.,,,n.,34.0,25,amethyst
290,amiable,eI m i: @ b @ l,?miːəbəl,4,ăʹmĭable,L.,,,a.,36.0,25,amiable
291,amicable,{ m i k @ b @ l,æmikəbəl,4,ăʹmĭcable,L.,,,a.,39.0,25,amicable
292,amity,{ m i 4 i:,æmiɾiː,3,āʹmĭty,L.,,,n.,40.0,25,amity
293,ammon,{ m @ n,æmən,2,ăʹmmon,,,,n.,42.0,25,ammon
294,ammunition,{ m j @ n I S @ n,æmjənɪʃən,5,ămmŭnĭʹtion,F.,,,n.,43.0,25,ammunition
295,amnesty,{ m n @ s t i:,æmnəstiː,3,ăʹmnĕſty,G.,,,n.,44.0,25,amnesty
296,amoroso,A m O: r\ @U s @U,ɑmOːɹoʊsoʊ,4,ămŏrōʹſo,L.,,,n.,45.0,25,amoroso
297,amorous,{ m 3:r @ s,æmɜ:rəs,3,ăʹmŏr_o_us,L.,,,a.,46.0,25,amorous
298,amphibious,{ m f I b i: @ s,æmfɪbiːəs,4,ămphĭʹbĭ_o_us,G.,,,a.,51.0,25,amphibious
299,amphitheatre,{ m p @ T i: @ 4 3:r,æmpəθiːəɾɜ:r,5,amphĭtheʹatre,G.,,,n.,55.0,25,amphitheatre
300,ample,{ m p @ l,æmpəl,2,ăʹmple,L.,,,a.,56.0,25,ample
301,amplification,{ m p l @ f @ k eI S @ n,æmpləfək?ʃən,6,amplĭfĭcāʹtion,,,,n.,57.0,25,amplification
302,amplify,{ m p l @ f aI,æmpləf?,3,ăʹmplĭfy,L.,,,v.,58.0,25,amplify
303,amplitude,{ m p l @ t u d,æmplətud,3,ăʹmplĭtūde,L.,,,n.,59.0,25,amplitude
304,amputation,{ m p j @ t eI S @ n,æmpjət?ʃən,5,ampūtāʹtion,L.,,,n.,60.0,25,amputation
305,amulet,{ m j @ l @ t,æmjələt,3,ăʹmūlet,L.,,,n.,61.0,25,amulet
306,amuse,@ m j u z,əmjuz,2,amūʹſe,F.,,,v.,62.0,25,amuse
307,amusement,@ m j u z m @ n t,əmjuzmənt,3,amūʹſement,,,,n.,63.0,25,amusement
308,ana,A n @,ɑnə,2,ăʹnā,G.,,,n.,65.0,25,ana
309,anachronism,@ n { k r\ @ n I z @ m,ənækɹənɪzəm,4,anăʹc_h_rŏniſm,G.,,,n.,70.0,25,anachronism
310,anagram,{ n @ g r\ { m,ænəgɹæm,3,ăʹnăgrăm,G.,,,n.,72.0,25,anagram
311,analogy,@ n { l @ dZ i:,ənælə?iː,4,ănăʹlŏgy,G.,,,n.,4.0,26,analogy
312,anarchy,{ n 3:r k i:,ænɜ:rkiː,3,ăʹnărchy,G.,,,n.,8.0,26,anarchy
313,anathema,@ n { T @ m @,ənæθəmə,4,ănăʹthĕmā,G.,,,n.,11.0,26,anathema
314,anatomical,{ n @ t A m @ k @ l,ænətɑməkəl,5,ănătŏʹmĭcal,,,,a.,14.0,26,anatomical
315,anatomist,@ n { 4 @ m @ s t,ənæɾəməst,4,ănăʹtŏmiſt,,,,n.,15.0,26,anatomist
316,anatomy,@ n { 4 @ m i:,ənæɾəmiː,4,ănăʹtŏmy,G.,,,n.,16.0,26,anatomy
317,ancestors,{ n s E s t 3:r z,ænsɛstɜ:rz,3,ăʹncĕſtors,L.,,,n.,17.0,26,ancestors
318,anchor,{ N k 3:r,æŋkɜ:r,2,ăʹnc_h_or,L.,,,n.,18.0,26,anchor
319,anchorage,{ N k 3:r @ dZ,æŋkɜ:rə?,3,ăʹnc_h_ŏrage,,,,n.,19.0,26,anchorage
320,anchovy,{ n tS @U v i:,æn?oʊviː,3,ăʹnchŏvy,,,,n.,21.0,26,anchovy
321,ancient,eI n tS @ n t,?n?ənt,3,ăʹncĭent,F.,,,a.,23.0,26,ancient
322,anciently,eI n tS @ n t l i:,?n?əntliː,4,ăʹncĭently,,,,p.,24.0,26,anciently
323,andante,A n d A n t eI,ɑndɑnt?,2,ăndăʹnte,,,,n.,26.0,26,andante
324,anecdotes,{ n @ k d @U t s,ænəkdoʊts,3,ane˘ʹcdŏtes,G.,,,n.,27.0,26,anecdotes
325,angel,eI n dZ @ l,?n?əl,2,ăʹngel,G.,,,n.,29.0,26,angel
326,angelica,{ n dZ E l i k @,æn?ɛlikə,4,ăngĕʹlĭcā,,,,n.,30.0,26,angelica
327,anger,{ N g 3:r,æŋgɜ:r,2,ăʹnger,,,,n.,32.0,26,anger
328,angi,{ n dZ i:,æn?iː,2,ăʹngī,,,,n.,33.0,26,angi
329,angina,{ n dZ aI n @,æn??nə,3,angīʹnā,L.,,,n.,34.0,26,angina
330,angle,{ N g @ l,æŋgəl,2,ăʹngle,L.,,,n.,35.0,26,angle
331,anguish,{ N g w i S,æŋgwiʃ,2,ăʹnguĭſh,L.,,,n.,39.0,26,anguish
332,angular,{ N g j @ l 3:r,æŋgjəlɜ:r,3,ăʹngŭlar,L.,,,a.,40.0,26,angular
333,animal,{ n @ m @ l,ænəməl,3,ăʹnĭmal,L.,,,n.,44.0,26,animal
334,animate,{ n @ m @ t,ænəmət,3,ăʹnĭmāte,L.,,,v.,46.0,26,animate
335,animated,{ n @ m eI 4 @ d,ænəm?ɾəd,4,ăʹnĭmāted,,,,a.,47.0,26,animated
336,animosity,{ n @ m A s @ 4 i:,ænəmɑsəɾiː,5,ănĭmŏʹſity,L.,,,n.,48.0,26,animosity
337,annals,{ n @ l z,ænəlz,2,ăʹnnăls,L.,,,n.,50.0,26,annals
338,annealing,@ n i: l i N,əniːliŋ,3,ănnealʹing,,,,n.,52.0,26,annealing
339,annex,{ n E k s,ænɛks,2,ănnĕʹx,L.,,,v.,53.0,26,annex
340,annihilate,@ n aI @ l eI t,ən?əl?t,4,ănnīʹhĭlāte,L.,,,v.,54.0,26,annihilate
341,annihilation,@ n aI @ l eI S @ n,ən?əl?ʃən,6,annihĭlāʹtion,,,,n.,55.0,26,annihilation
342,anniversary,{ n @ v 3:r s 3:r i:,ænəvɜ:rsɜ:riː,5,ănnĭvĕʹrſăry,L.,,,n.,56.0,26,anniversary
343,annotation,{ n @ t eI S @ n,ænət?ʃən,5,annŏtāʹtion,L.,,,n.,57.0,26,annotation
344,annoy,@ n OI,ən?,2,ănnоʹу,F.,,,v.,58.0,26,annoy
345,annoyance,@ n OI @ n s,ən?əns,3,ănnoʹyănce,F.,,,n.,59.0,26,annoyance
346,annual,{ n j u @ l,ænjuəl,3,ăʹnnūal,L.,,,a.,60.0,26,annual
347,annuity,@ n u @ 4 i:,ənuəɾiː,4,annūʹĭty,L.,,,n.,61.0,26,annuity
348,annul,{ n @ l,ænəl,2,ănnuʹl,F.,,,v.,62.0,26,annul
349,annular,{ n j @ l 3:r,ænjəlɜ:r,3,ăʹnnūlar,L.,,,a.,63.0,26,annular
350,anoint,@ n OI n t,ən?nt,2,ănoiʹnt,,,,v.,66.0,26,anoint
351,anomalous,@ n A m @ l @ s,ənɑmələs,4,anōʹmălous,G.,,,a.,68.0,26,anomalous
352,anomaly,@ n A m @ l i:,ənɑməliː,4,ănōʹmăly,G.,,,n.,69.0,26,anomaly
353,answer,{ n s 3:r,ænsɜ:r,2,ăʹnſ_w_ĕr,,,,v.,72.0,26,answer
354,ant,{ n t,ænt,1,ant,,,,n.,73.0,26,ant
355,antagonist,{ n t { g @ n @ s t,æntægənəst,4,ăntăʹgŏniſt,G.,,,n.,2.0,27,antagonist
356,antarctic,{ n t A r\ k t i k,æntɑɹktik,3,ăntăʹrctic,G.,,,n.,3.0,27,antarctic
357,antecedent,{ n t E s @ d @ n t,æntɛsədənt,4,ăntĕcēʹdent,L.,,,n.,5.0,27,antecedent
358,antemeridian,{ n t @ m E r\ I 4 i: @ n,æntəmɛɹɪɾiːən,6,ante˘me˘rĭʹdĭan,L.,,,n.,9.0,27,antemeridian
359,anterior,{ n t I r\ i: 3:r,æntɪɹiːɜ:r,4,ăntĕʹrior,L.,,,n.,13.0,27,anterior
360,anthem,{ n T @ m,ænθəm,2,ăʹnthem,G.,,,n.,14.0,27,anthem
361,antic,{ n t i k,æntik,2,ăʹntic,F.,,,n.,23.0,27,antic
362,anticipate,{ n t I s @ p eI t,æntɪsəp?t,5,antĭʹcĭpāte,L.,,,v.,22.0,27,anticipate
363,antidote,{ n t i d @U t,æntidoʊt,3,ăʹntĭdote,G.,,,n.,24.0,27,antidote
364,antipathy,{ n t I p @ T i:,æntɪpəθiː,4,antĭʹpăthy,G.,,,n.,31.0,27,antipathy
365,antiquate,{ n t @ k w eI t,æntəkw?t,3,ănʹtĭquāte,L.,,,v.,36.0,27,antiquate
366,antique,{ n t i: k,æntiːk,2,ăʹntĭq_ue_,L.,,,a.,37.0,27,antique
367,antiquity,{ n t I k w @ 4 i:,æntɪkwəɾiː,4,antĭʹquĭty,L.,,,n.,38.0,27,antiquity
368,antithesis,{ n t I T @ s @ s,æntɪθəsəs,4,antĭʹthe˘ſis,G.,,,n.,41.0,27,antithesis
369,antlers,{ n t l 3:r z,æntlɜ:rz,2,ăʹntlers,,,,n.,45.0,27,antlers
370,anxiety,{ N z aI @ 4 i:,æŋz?əɾiː,4,ănxīʹĕty,L.,,,n.,46.0,27,anxiety
371,anxious,{ N k S @ s,æŋkʃəs,3,ăʹnxĭ_o_us,,,,a.,47.0,27,anxious
372,apace,@ p eI s,əp?s,2,ăʹpāce,,,,p.,48.0,27,apace
373,apart,@ p A r\ t,əpɑɹt,2,aparʹt,,,,p.,49.0,27,apart
374,apartment,@ p A r\ t m @ n t,əpɑɹtmənt,3,apăʹrtment,,,,n.,50.0,27,apartment
375,apathy,{ p @ T i:,æpəθiː,3,ăʹpăthy,G.,,,n.,51.0,27,apathy
376,ape,eI p,?p,1,āpe,,,,n.,52.0,27,ape
377,aperture,{ p 3:r tS 3:r,æpɜ:r?ɜ:r,3,ăʹpĕrtūre,L.,,,n.,54.0,27,aperture
378,apex,eI p E k s,?pɛks,2,ăʹpex,L.,,,n.,55.0,27,apex
379,aphorism,{ f 3:r I z @ m,æfɜ:rɪzəm,3,ăʹphŏriſm,G.,,pas de {POS} indiquée dans le dictionnaire.,,57.0,27,aphorism
380,apocalypse,@ p A k @ l I p s,əpɑkəlɪps,4,apŏʹcalypſe,G.,,,n.,58.0,27,apocalypse
381,apollo,@ p A l @U,əpɑloʊ,3,apŏʹllo,,,,n.,61.0,27,apollo
382,apologize,@ p A l @ dZ aI z,əpɑlə??z,4,apŏʹlogīze,G.,,,v.,63.0,27,apologize
383,apology,@ p A l @ dZ i:,əpɑlə?iː,4,apŏʹlŏgy,G.,,,n.,65.0,27,apology
384,apoplexy,{ p @ p l E k s i:,æpəplɛksiː,4,ăʹpŏplĕxy,G.,,,n.,67.0,27,apoplexy
385,apostle,@ p A s @ l,əpɑsəl,3,apŏʹſtle,G.,,,n.,72.0,27,apostle
386,apostrophe,@ p A s t r\ @ f i:,əpɑstɹəfiː,4,apŏʹſtrŏphè,G.,,,n.,73.0,27,apostrophe
387,apothecary,@ p A T @ k E r\ i:,əpɑθəkɛɹiː,5,apŏʹthĕcary,G.,,,n.,2.0,28,apothecary
388,apotheosis,@ p A T i: @U s @ s,əpɑθiːoʊsəs,5,ăpŏthēʹŏſis,G.,,,n.,3.0,28,apotheosis
389,apparatus,{ p 3:r { 4 @ s,æpɜ:ræɾəs,4,ăppărāʹtus,L.,,,n.,5.0,28,apparatus
390,apparel,@ p { r\ @ l,əpæɹəl,3,ăppăʹrel,F.,,,n.,6.0,28,apparel
391,apparent,@ p E r\ @ n t,əpɛɹənt,3,ăppāʹrent,L.,,,a.,7.0,28,apparent
392,apparition,{ p 3:r I S @ n,æpɜ:rɪʃən,5,ăppărĭʹtion,L.,,,n.,8.0,28,apparition
393,appeal,@ p i: l,əpiːl,2,ăppeaʹl,L.,,,v.,10.0,28,appeal
394,appear,@ p I r\,əpɪɹ,2,ăppeaʹr,L.,,,v.,11.0,28,appear
395,appearance,@ p I r\ @ n s,əpɪɹəns,3,ăppeaʹrănce,,,,n.,12.0,28,appearance
396,appease,@ p i: z,əpiːz,2,ăppeaʹſe,F.,,,v.,13.0,28,appease
397,appellation,{ p @ l eI S @ n,æpəl?ʃən,5,ăppĕllāʹtion,L.,,,n.,15.0,28,appellation
398,appendage,@ p E n d i dZ,əpɛndi?,3,ăppĕʹndage,L.,,,n.,17.0,28,appendage
399,appendix,@ p E n d i k s,əpɛndiks,3,ăppĕʹndix,L.,,,n.,19.0,28,appendix
400,appertain,{ p 3:r t eI n,æpɜ:rt?n,3,ăppĕrtaĭʹn,L.,,,v.,20.0,28,appertain
401,appetite,{ p @ t aI t,æpət?t,3,ăʹppetīte,L.,,,n.,22.0,28,appetite
402,applaud,@ p l O: d,əplOːd,2,applauʹd,L.,,,v.,23.0,28,applaud
403,apple,{ p @ l,æpəl,2,ăʹpple,,,,n.,24.0,28,apple
404,application,{ p l @ k eI S @ n,æplək?ʃən,5,applĭcāʹtion,L.,,,n.,25.0,28,application
405,apply,@ p l aI,əpl?,2,ăpplyʹ,L.,,,v.,26.0,28,apply
406,appoint,@ p OI n t,əp?nt,2,ăppoiʹnt,F.,,,v.,27.0,28,appoint
407,appointment,@ p OI n t m @ n t,əp?ntmənt,3,ăppoiʹntment,F.,,,n.,28.0,28,appointment
408,apportion,@ p O: r\ S @ n,əpOːɹʃən,4,ăppŏʹrtion,L.,,,v.,29.0,28,apportion
409,appraise,@ p r\ eI z,əpɹ?z,2,ăppraiʹſe,F.,,,v.,31.0,28,appraise
410,appraiser,@ p r\ eI z 3:r,əpɹ?zɜ:r,3,ăppraiʹſer,,,,n.,33.0,28,appraiser
411,apprehend,{ p r\ i h E n d,æpɹihɛnd,3,ăpprĕhĕʹnd,L.,,,v.,34.0,28,apprehend
412,apprehension,{ p r\ i h E n S @ n,æpɹihɛnʃən,5,ăpprehĕʹnſion,L.,,,n.,35.0,28,apprehension
413,apprehensive,{ p r\ i h E n s i v,æpɹihɛnsiv,4,ăpprehĕʹnſive,F.,,,a.,36.0,28,apprehensive
414,apprentice,@ p r\ E n t @ s,əpɹɛntəs,3,ăpprĕʹntĭce,F.,,,n.,37.0,28,apprentice
415,approach,@ p r\ @U tS,əpɹoʊ?,2,ăpproaʹch,F.,,,v.,39.0,28,approach
416,approaches,@ p r\ @U tS @ z,əpɹoʊ?əz,3,ăpproaʹches,,,,n.,40.0,28,approaches
417,approbation,{ p r\ @ b eI S @ n,æpɹəb?ʃən,5,ăpprŏbāʹtion,L.,,,n.,41.0,28,approbation
418,appropriate,@ p r\ @U p r\ i: @ t,əpɹoʊpɹiːət,4,ăpprōʹprĭāte,F.,,,v.,42.0,28,appropriate
419,appropriation,@ p r\ @U p r\ i: eI S @ n,əpɹoʊpɹiː?ʃən,6,ăpprŏprĭāʹtion,F.,,,n.,43.0,28,appropriation
420,approve,@ p r\ u v,əpɹuv,2,ăpproʹve,L.,,,v.,44.0,28,approve
421,approximation,@ p r\ A k s @ m eI S @ n,əpɹɑksəm?ʃən,6,ăpprŏxĭmāʹtion,L.,,,n.,45.0,28,approximation
422,april,eI p r\ @ l,?pɹəl,2,aʹprīl,L.,,,n.,47.0,28,april
423,apron,eI p r\ @ n,?pɹən,2,ăʹpr_o_n,,,,n.,48.0,28,apron
424,apt,{ p t,æpt,1,ăpt,L.,,,a.,49.0,28,apt
425,aptitude,{ p t @ t u d,æptətud,3,ăʹptĭtūde,L.,,,n.,50.0,28,aptitude
426,aquatic,@ k w A 4 i k,əkwɑɾik,3,aquăʹtic,L.,,,a.,52.0,28,aquatic
427,aqueduct,{ k w @ d V k t,ækwədʌkt,3,ăʹquĕdŭct,L.,,,n.,53.0,28,aqueduct
428,aqueous,eI k w i: @ s,?kwiːəs,3,ăʹquē_o_us,L.,,,a.,54.0,28,aqueous
429,arabia,3:r eI b i: @,ɜ:r?biːə,4,arāʹbĭā,,,,n.,55.0,28,arabia
430,arabic,{ r\ @ b i k,æɹəbik,3,aʹrăbic,,,,n.,56.0,28,arabic
431,arable,E r\ @ b @ l,ɛɹəbəl,3,ăʹrable,L.,,,a.,57.0,28,arable
432,arbiter,A r\ b i 4 3:r,ɑɹbiɾɜ:r,3,ăʹrbĭt_e_r,L.,,,n.,59.0,28,arbiter
433,arbitrary,A r\ b @ t r\ E r\ i:,ɑɹbətɹɛɹiː,4,ăʹrbĭtrăry,,,,a.,60.0,28,arbitrary
434,arbitrate,A r\ b @ t r\ eI t,ɑɹbətɹ?t,3,ăʹrbĭtrāte,L.,,,v.,61.0,28,arbitrate
435,arbor,A r\ b 3:r,ɑɹbɜ:r,2,ăʹrbŏr,L.,,,n.,63.0,28,arbor
436,arbour,A r\ b 3:r,ɑɹbɜ:r,2,ăʹrb_o_ur,L.,,,n.,65.0,28,arbour
437,arcanum,A r\ k @ n @ m,ɑɹkənəm,3,ărcāʹnum,L.,,,n.,66.0,28,arcanum
438,arch,A r\ tS,ɑɹ?,1,ărch,,,,n.,67.0,28,arch
439,archangel,A r\ k eI n dZ @ l,ɑɹk?n?əl,3,ărc_h_ăʹngel,G.,,,n.,68.0,28,archangel
440,archbishop,A r\ tS b I S @ p,ɑɹ?bɪʃəp,3,ărchbĭʹſhop,,,,n.,69.0,28,archbishop
441,archduke,A r\ tS d u k,ɑɹ?duk,2,archdūʹke,,,,n.,2.0,29,archduke
442,arches,A r\ tS @ z,ɑɹ?əz,2,ăʹrches,,,,n.,5.0,29,arches
443,archetype,A r\ k i t aI p,ɑɹkit?p,3,ăʹrc_h_ĕtȳpe,G.,,,n.,6.0,29,archetype
444,archipelago,A r\ k @ p E l @ g @U,ɑɹkəpɛləgoʊ,5,ărc_h_ĭpeʹlăgo,G.,,,n.,7.0,29,archipelago
445,architect,A r\ k @ t E k t,ɑɹkətɛkt,3,ăʹrc_h_ĭtect,G.,,,n.,8.0,29,architect
446,architecture,A r\ k @ t E k tS 3:r,ɑɹkətɛk?ɜ:r,4,ăʹrc_h_ĭtĕctūre,,,,n.,9.0,29,architecture
447,architrave,A r\ k @ t r\ eI v,ɑɹkətɹ?v,3,ăʹrc_h_ĭtrāve,,,,n.,10.0,29,architrave
448,archives,A r\ k aI v z,ɑɹk?vz,2,ărc_h_īves,G.,nbSyll>1 et pas d'accent tonic,,n.,11.0,29,archives
449,arctic,A r\ k t i k,ɑɹktik,2,ăʹrctic,G.,,,n.,12.0,29,arctic
450,ardor,A r\ 4 3:r,ɑɹɾɜ:r,2,ăʹrdŏr,L.,,,n.,14.0,29,ardor
451,arduous,A r\ dZ u @ s,ɑɹ?uəs,3,ăʹrdū_o_us,L.,,,a.,15.0,29,arduous
452,area,E r\ i: @,ɛɹiːə,3,ăʹrėȧ,L.,,,n.,16.0,29,area
453,argent,A r\ dZ i n t,ɑɹ?int,2,ăʹrgent,F.,,,n.,19.0,29,argent
454,argonauts,A r\ g @ n O: t s,ɑɹgənOːts,3,ăʹrgŏnauts,G.,,,n.,21.0,29,argonauts
455,argue,A r\ g j u,ɑɹgju,2,ăʹrgūe,L.,,,v.,20.0,29,argue
456,argument,A r\ g j @ m @ n t,ɑɹgjəmənt,3,ăʹrgūment,L.,,,n.,22.0,29,argument
457,argumentation,A r\ g j @ m E n t eI S @ n,ɑɹgjəmɛnt?ʃən,6,ărgūmĕntāʹtion,L.,,,n.,23.0,29,argumentation
458,argumentative,A r\ g j @ m E n t @ 4 i v,ɑɹgjəmɛntəɾiv,5,ărgūmĕʹntătive,,,,a.,24.0,29,argumentative
459,arianism,{ r\ i: @ n I z @ m,æɹiːənɪzəm,4,āʹrĭăniſm,,,,n.,25.0,29,arianism
460,aries,E r\ i: z,ɛɹiːz,3,āʹrĭes,L.,,,n.,27.0,29,aries
461,arise,3:r aI z,ɜ:r?z,2,arīʹſe,,,,v.,29.0,29,arise
462,aristocracy,E r\ @ s t A k r\ @ s i:,ɛɹəstɑkɹəsiː,5,arĭſtŏʹcrăcy,G.,,,n.,30.0,29,aristocracy
463,aristocratic,3:r I s t @ k r\ { 4 i k,ɜ:rɪstəkɹæɾik,5,arĭſtŏcrăʹtic,G.,,,a.,31.0,29,aristocratic
464,arithmetic,E r\ i T m E 4 i k,ɛɹiθmɛɾik,4,arĭʹthmetic,G.,,,n.,32.0,29,arithmetic
465,ark,A r\ k,ɑɹk,1,ark,L.,,,n.,33.0,29,ark
466,arm,A r\ m,ɑɹm,1,arm,,,,n.,34.0,29,arm
467,armada,A r\ m A 4 @,ɑɹmɑɾə,3,ărmāʹdā,,,,n.,36.0,29,armada
468,armadillo,A r\ m @ d I l @U,ɑɹmədɪloʊ,4,ărmădĭʹllo,,,,n.,37.0,29,armadillo
469,armament,A r\ m @ m @ n t,ɑɹməmənt,3,ăʹrmăment,L.,,,n.,38.0,29,armament
470,armilla,A r\ m I l @,ɑɹmɪlə,3,ărmĭʹllā,L.,,,n.,39.0,29,armilla
471,armistice,A r\ m @ s t @ s,ɑɹməstəs,3,ăʹrmĭſtĭce,L.,,,n.,42.0,29,armistice
472,armory,A r\ m 3:r i:,ɑɹmɜ:riː,3,ăʹrmŏry,F.,,,n.,43.0,29,armory
473,armour,A r\ m 3:r,ɑɹmɜ:r,2,ăʹrmо_u_r,F.,,,n.,44.0,29,armour
474,arms,A r\ m z,ɑɹmz,1,arms,,,,n.,35.0,29,arms
475,army,A r\ m i:,ɑɹmiː,2,ăʹrmy,L.,,,n.,47.0,29,army
476,aromatic,E r\ @ m { 4 i k,ɛɹəmæɾik,4,ărōmăʹtic,G.,,,a.,48.0,29,aromatic
477,arraign,3:r eI n,ɜ:r?n,2,ărraiʹgn,F.,,,v.,50.0,29,arraign
478,arrangement,3:r eI n dZ m @ n t,ɜ:r?n?mənt,3,ărrăʹng_e_ment,F.,,,n.,51.0,29,arrangement
479,arrant,{ r\ @ n t,æɹənt,2,ăʹrrănt,,,,a.,52.0,29,arrant
480,array,3:r eI,ɜ:r?,2,ărraʹy,F.,,,n.,54.0,29,array
481,arrears,3:r I r\ z,ɜ:rɪɹz,2,ărreaʹrs,F.,,,n.,55.0,29,arrears
482,arrest,3:r E s t,ɜ:rɛst,2,ărreʹſt,F.,,,n.,56.0,29,arrest
483,arrive,3:r aI v,ɜ:r?v,2,ărrīʹve,F.,,,v.,59.0,29,arrive
484,arrogance,E r\ @ g @ n s,ɛɹəgəns,3,ăʹrrŏgănce,L.,,,n.,60.0,29,arrogance
485,arrogant,E r\ @ g @ n t,ɛɹəgənt,3,ăʹrrŏgănt,L.,,,a.,61.0,29,arrogant
486,arrogate,{ r\ @U g eI t,æɹoʊg?t,3,ăʹrrŏgāte,L.,,,v.,62.0,29,arrogate
487,arrow,{ r\ @U,æɹoʊ,2,ăʹrro_w_,,,,n.,63.0,29,arrow
488,arsenal,A r\ s @ n @ l,ɑɹsənəl,2,ăʹrſ_e_nal,F.,,,n.,64.0,29,arsenal
489,arsenic,A r\ s @ n i k,ɑɹsənik,3,ăʹrſĕnic,,,,n.,65.0,29,arsenic
490,art,A r\ t,ɑɹt,1,ărt,,,,n.,66.0,29,art
491,artery,A r\ 4 3:r i:,ɑɹɾɜ:riː,3,ăʹrtĕry,G.,,,n.,67.0,29,artery
492,artful,A r\ t f @ l,ɑɹtfəl,2,ăʹrtful,,,,a.,68.0,29,artful
